query_id,query_text,query_type,candidate_doc_id,candidate_title,candidate_excerpt,relevance_0_1_2
q456175700_0,"Hırsızlık, ibadethanelere ve mezarlıklara zarar verme",semantic,d456175700,"2. Ceza Dairesi - E. 2016/8315, K. 2018/12731","2. Ceza Dairesi         2016/8315 E.  ,  2018/12731 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SUÇ : Hırsızlık, ibadethanelere ve mezarlıklara zarar verme  HÜKÜM : Mahkumiyet  Dosya incelenerek gereği düşünüldü;  Dosya içeriğine göre diğer temyiz itirazları yerinde görülmemiştir. Ancak; ",
q1131744500_1,2313 sayılı Kanun'a aykırılık,semantic,d1131744500,"8. Ceza Dairesi - E. 2024/12231, K. 2025/1969","8. Ceza Dairesi         2024/12231 E.  ,  2025/1969 K.  ""İçtihat Metni""  İNCELENEN KARARIN  MAHKEMESİ :Ceza Dairesi  SAYISI : 2020/1702 E., 2020/2505 K.  SUÇ : 2313 sayılı Kanun'a aykırılık  HÜKÜM : Mahkumiyet  TEBLİĞNAME GÖRÜŞÜ : Onama  İlk Derece Mahkemesince verilen hükme yönelik istinaf inceleme",
q1102554800_0,Taksirle yaralama,semantic,d1102554800,"12. Ceza Dairesi - E. 2023/4530, K. 2024/2959","12. Ceza Dairesi         2023/4530 E.  ,  2024/2959 K.  ""İçtihat Metni""  B O Z M A Ü Z E R İ N E  MAHKEMESİ:Asliye Ceza Mahkemesi  SAYISI : 2021/796 E., 2023/240 K.  SUÇ : Taksirle yaralama  HÜKÜMLER : Mahkûmiyet  TEBLİĞNAME GÖRÜŞÜ: Onama  Dairemizce verilen bozma ilâmı üzerine mahkemece sanıklar ha",
q1113966700_0,yargitay i̇lami,semantic,d1113966700,"7. Hukuk Dairesi - E. 2013/2027, K. 2013/1322","7. Hukuk Dairesi         2013/2027 E.  ,  2013/1322 K.  ""İçtihat Metni""  Mahkemesi :İş Mahkemesi  Dava Türü :İşe İade  YARGITAY İLAMI  Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtayca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. D",
q912900100_0,b o z m a ü z e r i̇ n e,semantic,d912900100,"7. Ceza Dairesi - E. 2023/1327, K. 2023/4476","7. Ceza Dairesi         2023/1327 E.  ,  2023/4476 K.  ""İçtihat Metni""  B O Z M A Ü Z E R İ N E  İNCELENEN KARARIN  MAHKEMESİ :Asliye Ceza Mahkemesi  SAYISI : 2020/957 E., 2022/1747 K.  KATILANLAR : ... Bakanlığı, Gümrük İdaresi  SUÇ : 4733 sayılı Tütün, Tütün Mamulleri ve Alkol Piyasasının  Düzenle",
q385063600_0,madde 8,lexical,d385063600,"11. Hukuk Dairesi - E. 2016/5213, K. 2017/7611","11. Hukuk Dairesi         2016/5213 E.  ,  2017/7611 K.  ""İçtihat Metni""  MAHKEMESİ: ... ... FİKRÎ VE SINAÎ HAKLAR  Taraflar arasında görülen davada ... ... Fikrî ve Sınaî Haklar Hukuk Mahkemesi’nce verilen 06/02/2014 tarih ve 2010/249-2014/15 sayılı kararın Yargıtayca incelenmesi davalı vekili tara",
q237929000_0,"Hırsızlık, kamu malına zarar verme",semantic,d237929000,"23. Ceza Dairesi - E. 2015/16217, K. 2016/1011","23. Ceza Dairesi         2015/16217 E.  ,  2016/1011 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SUÇ : Hırsızlık, kamu malına zarar verme  HÜKÜM : Hırsızlık suçundan; TCK'nın 142/1-a, 143, 53, 63 maddeleri uyarınca iki kez 2 yıl 6 ay ve 142/1-a, 143, 35/2, 53, 63 maddeleri uyarınca 7 ay 1",
q630347400_0,y a r g i t a y k a r a r i,semantic,d630347400,"9. Hukuk Dairesi - E. 2009/25323, K. 2010/6022","9. Hukuk Dairesi         2009/25323 E.  ,  2010/6022 K.  ""İçtihat Metni""  MAHKEMESİ :İş Mahkemesi  DAVA : Davacı, feshin geçersizliğine ve işe iadesine karar verilmesini istemiştir.  Yerel mahkeme, isteği kısmen hüküm altına almıştır.  Hüküm süresi içinde taraflar avukatlarınca temyiz edilmiş olmakl",
q654518300_0,y a r g i t a y k a r a r i,semantic,d654518300,"9. Hukuk Dairesi - E. 2019/4285, K. 2021/3385","9. Hukuk Dairesi         2019/4285 E.  ,  2021/3385 K.  ""İçtihat Metni""  BÖLGE ADLİYE MAHKEMESİ : ... Hukuk Dairesi  DAVA TÜRÜ : ALACAK  Taraflar arasında görülen dava sonucunda verilen kararın, temyizen incelenmesi davalı vekili tarafından istenilmekle, temyiz talebinin süresinde olduğu anlaşıldı. ",
q1051217800_0,i̇ncelenen kararin,semantic,d1051217800,"11. Hukuk Dairesi - E. 2023/4417, K. 2024/2102","11. Hukuk Dairesi         2023/4417 E.  ,  2024/2102 K.  ""İçtihat Metni""  İNCELENEN KARARIN  MAHKEMESİ :Fikri ve Sınaî Haklar Hukuk Mahkemesi  SAYISI : 2023/3 Esas, 2023/221 Karar  Avukat ...  DAVALILAR : 1.Türk Patent ve Marka Kurumu (TÜRKPATENT) vekili  Avukat ...  2.Tasfiye Halinde On8 Gıda Turiz",
q97128600_0,"Yağma, hürriyeti tahdit",semantic,d97128600,"6. Ceza Dairesi - E. 2012/9846, K. 2014/21587","6. Ceza Dairesi         2012/9846 E.  ,  2014/21587 K.  ""İçtihat Metni""  Tebliğname No : 6 - 2009/256783  MAHKEMESİ : Bakırköy 3. Ağır Ceza Mahkemesi  TARİHİ : 01/12/2008  NUMARASI : 2005/115 (E) ve 2008/412 (K)  SUÇ : Yağma, hürriyeti tahdit  Yerel Mahkemece verilen hüküm temyiz edilmekle; başvurun",
q829038500_1,"Davacı, feshin geçersizliğine ve işe iadesine karar verilmesini istemiştir.",semantic,d829038500,"22. Hukuk Dairesi - E. 2012/2030, K. 2012/16540","(Kapatılan)22. Hukuk Dairesi         2012/2030 E.  ,  2012/16540 K.  ""İçtihat Metni""  MAHKEMESİ :İş Mahkemesi  DAVA : Davacı, feshin geçersizliğine ve işe iadesine karar verilmesini istemiştir.  Mahkeme, isteği kısmen hüküm altına almıştır.  Hüküm süresi içinde taraflar avukatlarınca temyiz edilmiş ",
q635736000_0,Nitelikli dolandırıcılık,semantic,d635736000,"15. Ceza Dairesi - E. 2017/26678, K. 2020/11360","15. Ceza Dairesi         2017/26678 E.  ,  2020/11360 K.  ""İçtihat Metni""  MAHKEMESİ :Ağır Ceza Mahkemesi  SUÇ : Nitelikli dolandırıcılık  HÜKÜM : TCK'nın 158/1-f-son, 62, 52/2 ve 53/1-2-3. maddeleri gereğince mahkumiyet  Sanığın nitelikli dolandırıcılık suçundan mahkumiyetine ilişkin hüküm, sanık t",
q533141500_0,İmar kirliliğine neden olma,semantic,d533141500,"18. Ceza Dairesi - E. 2019/2874, K. 2019/11490","18. Ceza Dairesi         2019/2874 E.  ,  2019/11490 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SUÇ : İmar kirliliğine neden olma  HÜKÜM : Mahkumiyet  KARAR  Yerel Mahkemece verilen hüküm temyiz edilmekle, başvurunun süresi ve kararın niteliğine göre dosya görüşüldü:  Katılan sıfatını al",
q1119096600_0,Banka veya kredi kartlarının kötüye kullanılması ve hırsızlık,semantic,d1119096600,"8. Ceza Dairesi - E. 2012/32881, K. 2013/25218","8. Ceza Dairesi         2012/32881 E.  ,  2013/25218 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SUÇ : Banka veya kredi kartlarının kötüye kullanılması ve hırsızlık  HÜKÜM : Hükümlülük  Gereği görüşülüp düşünüldü:  Yerinde görülmeyen sair temyiz itirazlarının reddine, ancak:  1- Sanığın, ",
q125887500_0,"Hırsızlık, hakaret",semantic,d125887500,"22. Ceza Dairesi - E. 2015/7088, K. 2015/4655","22. Ceza Dairesi         2015/7088 E.  ,  2015/4655 K.  ""İçtihat Metni""  Tebliğname No : 6 - 2011/244398  MAHKEMESİ : Batman 1. Asliye Ceza Mahkemesi  TARİHİ : 17/05/2011  NUMARASI : 2011/682 (E) ve 2011/423 (K)  SUÇ : Hırsızlık, hakaret  Yerel Mahkemece verilen hükümler temyiz edilmekle, kararların",
q361398900_0,Karşılıksız yararlanma,semantic,d361398900,"17. Ceza Dairesi - E. 2016/12248, K. 2017/7610","17. Ceza Dairesi         2016/12248 E.  ,  2017/7610 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SUÇ : Karşılıksız yararlanma  HÜKÜM : Beraat  Yerel mahkemece verilen hüküm temyiz edilmekle, başvurunun süresi ve kararın niteliği ile suç tarihine göre dosya görüşüldü:  1-30.09.2013 tarihli",
q923896100_0,türk mi̇lleti̇ adina,semantic,d923896100,"1. Ceza Dairesi - E. 2012/1756, K. 2012/5249","1. Ceza Dairesi         2012/1756 E.  ,  2012/5249 K.  ""İçtihat Metni""  MAHKEMESİ :Ağır Ceza Mahkemesi  SUÇ : Kamu görevlisini öldürmeye teşebbüs  HÜKÜM : TCY.nın 82/1-g,35,62,53 maddeleri uyarınca 16 yıl 8 ay hapis cezası.  TÜRK MİLLETİ ADINA  1-Oluşa, dosya kapsamına göre; sanığın, gece 04.10 sıra",
q721099700_0,türk mi̇lleti̇ adina,semantic,d721099700,"11. Hukuk Dairesi - E. 2020/4482, K. 2021/7333","11. Hukuk Dairesi         2020/4482 E.  ,  2021/7333 K.  ""İçtihat Metni""  MAHKEMESİ : TRABZON BÖLGE ADLİYE MAHKEMESİ 4. HUKUK DAİRESİ  TÜRK MİLLETİ ADINA  Taraflar arasında görülen davada Trabzon Asliye Ticaret Mahkemesince verilen 08.10.2019 tarih ve 2018/53 E. - 2019/371 K. sayılı kararın davalıla",
q630347400_1,Madde 29,lexical,d630347400,"9. Hukuk Dairesi - E. 2009/25323, K. 2010/6022","9. Hukuk Dairesi         2009/25323 E.  ,  2010/6022 K.  ""İçtihat Metni""  MAHKEMESİ :İş Mahkemesi  DAVA : Davacı, feshin geçersizliğine ve işe iadesine karar verilmesini istemiştir.  Yerel mahkeme, isteği kısmen hüküm altına almıştır.  Hüküm süresi içinde taraflar avukatlarınca temyiz edilmiş olmakl",
q735022500_0,Hizmet nedeniyle güveni kötüye kullanma,semantic,d735022500,"15. Ceza Dairesi - E. 2011/24870, K. 2013/8290","(Kapatılan)15. Ceza Dairesi         2011/24870 E.  ,  2013/8290 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SUÇ : Hizmet nedeniyle güveni kötüye kullanma  HÜKÜM : Mahkumiyet  Dosya incelenerek gereği düşünüldü;  Güveni kötüye kullanma suçunun oluşabilmesi için; failin bir malın zilyedi ol",
q464506300_0,Nitelikli dolandırıcılık,semantic,d464506300,"15. Ceza Dairesi - E. 2016/4758, K. 2018/7998","15. Ceza Dairesi         2016/4758 E.  ,  2018/7998 K.  ""İçtihat Metni""  MAHKEMESİ :Ağır Ceza Mahkemesi  SUÇ : Nitelikli dolandırıcılık  HÜKÜM : TCK’nın 158/1-a, 52/2-4, 53/1-2-3, 58. maddeleri gereğince mahkumiyet  Nitelikli dolandırıcılık suçundan sanığın mahkumiyetine ilişkin hüküm sanık tarafınd",
q827347600_0,y a r g i t a y k a r a r i,semantic,d827347600,"22. Hukuk Dairesi - E. 2012/642, K. 2012/15743","(Kapatılan)22. Hukuk Dairesi         2012/642 E.  ,  2012/15743 K.  ""İçtihat Metni""  MAHKEMESİ :İş Mahkemesi  DAVA : Davacı, feshin geçersizliğine ve işe iadesine karar verilmesini istemiştir.  Mahkeme, isteğin reddine karar vermiştir.  Hüküm süresi içinde davacı avukatı tarafından temyiz edilmiş ol",
q16736800_0,Madde 96,lexical,d16736800,"21. Hukuk Dairesi - E. 2007/22419, K. 2008/16233","21. Hukuk Dairesi 2007/22419 E., 2008/16233 K.  21. Hukuk Dairesi 2007/22419 E., 2008/16233 K.  **- BİLİRKİŞİ  - İSTİHKAK**- 2004 S. İCRA VE İFLAS KANUNU [ Madde 96 ]  - 2004 S. İCRA VE İFLAS KANUNU [ Madde 97 ]  - 1086 S. HUKUK USULÜ MUHAKEMELERİ KANUNU(MÜLGA) [ Madde 275 ]  ""İçtihat Metni""  Yukarı",
q1102554800_1,b o z m a ü z e r i̇ n e,semantic,d1102554800,"12. Ceza Dairesi - E. 2023/4530, K. 2024/2959","12. Ceza Dairesi         2023/4530 E.  ,  2024/2959 K.  ""İçtihat Metni""  B O Z M A Ü Z E R İ N E  MAHKEMESİ:Asliye Ceza Mahkemesi  SAYISI : 2021/796 E., 2023/240 K.  SUÇ : Taksirle yaralama  HÜKÜMLER : Mahkûmiyet  TEBLİĞNAME GÖRÜŞÜ: Onama  Dairemizce verilen bozma ilâmı üzerine mahkemece sanıklar ha",
q508871200_0,"Hırsızlık, mala zarar verme, suç eşyasının satın alınması veya kabul edilmesi",semantic,d508871200,"2. Ceza Dairesi - E. 2018/292, K. 2019/6989","2. Ceza Dairesi         2018/292 E.  ,  2019/6989 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SUÇ : Hırsızlık, mala zarar verme, suç eşyasının satın alınması veya kabul edilmesi  HÜKÜM : Mahkumiyet  Dosya incelenerek gereği düşünüldü;  I- Sanık ... hakkında hırsızlık ve mala zarar verme s",
q487289600_0,"Hırsızlık, banka ve kredi kartlarının kötüye kullanılması",semantic,d487289600,"2. Ceza Dairesi - E. 2017/148, K. 2019/2492","2. Ceza Dairesi         2017/148 E.  ,  2019/2492 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SUÇ : Hırsızlık, banka ve kredi kartlarının kötüye kullanılması  HÜKÜM : Mahkumiyet  Dosya incelenerek gereği düşünüldü;  5237 sayılı TCK'nin 53. maddesinin bazı bölümlerinin iptaline ilişkin Ana",
q965659500_0,y a r g i t a y k a r a r i,semantic,d965659500,"3. Hukuk Dairesi - E. 2010/6544, K. 2010/11768","3. Hukuk Dairesi         2010/6544 E.  ,  2010/11768 K.  ""İçtihat Metni""  MAHKEMESİ :SULH HUKUK MAHKEMESİ  Dava dilekçesinde kira parasının 1.6.2009 gününden başlayarak yıllık net 96.000 TL olarak tesbiti istenilmiştir. Mahkemece davanın aktif dava ehliyeti yokluğu nedeniyle reddi cihetine gidilmiş,",
q469695700_0,madde 3,lexical,d469695700,"3. Hukuk Dairesi - E. 2017/13638, K. 2018/10666","3. Hukuk Dairesi         2017/13638 E.  ,  2018/10666 K.  ""İçtihat Metni""  MAHKEMESİ:SULH HUKUK MAHKEMESİ  Taraflar arasındaki alacak davasının mahkemece yapılan yargılaması sonucunda, davanın reddine yönelik olarak verilen hükmün, süresi içinde davacı vekili tarafından temyiz edilmesi üzerine; temy",
q343305700_0,y a r g i t a y k a r a r i,semantic,d343305700,"9. Hukuk Dairesi - E. 2012/36504, K. 2014/29992","9. Hukuk Dairesi         2012/36504 E.  ,  2014/29992 K.  ""İçtihat Metni""  MAHKEMESİ :İŞ MAHKEMESİ  DAVA : Davacı, %5 fazla ödeme alacağının ödetilmesine karar verilmesini istemiştir.  Yerel mahkeme, isteği hüküm altına almıştır.  Hüküm süresi içinde davalılardan Işıl ... Yayıncılık AŞ. avukatı tara",
q1118118600_0,Banka veya kredi kartlarının kötüye kullanılması ve hırsızlık,semantic,d1118118600,"8. Ceza Dairesi - E. 2012/32413, K. 2013/26863","8. Ceza Dairesi         2012/32413 E.  ,  2013/26863 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SUÇ : Banka veya kredi kartlarının kötüye kullanılması ve hırsızlık  HÜKÜM : Hükümlülük  Gereği görüşülüp düşünüldü:  Tekerrüre esas sabıkası bulunan sanık hakkında 5237 sayılı TCK.nun 58. mad",
q878936800_0,5607 sayılı Kaçakçılıkla Mücadele Kanunu'na muhalefet,semantic,d878936800,"7. Ceza Dairesi - E. 2021/11093, K. 2023/45","7. Ceza Dairesi         2021/11093 E.  ,  2023/45 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SAYISI : 2015/233 E., 2015/668 K.  SUÇ : 5607 sayılı Kaçakçılıkla Mücadele Kanunu'na muhalefet  HÜKÜM : Mahkûmiyet, kaçak içkilerin müsaderesi  TEBLİĞNAME GÖRÜŞÜ : Onama  Sanıklar hakkında kurula",
q16736800_1,Madde 97,lexical,d16736800,"21. Hukuk Dairesi - E. 2007/22419, K. 2008/16233","21. Hukuk Dairesi 2007/22419 E., 2008/16233 K.  21. Hukuk Dairesi 2007/22419 E., 2008/16233 K.  **- BİLİRKİŞİ  - İSTİHKAK**- 2004 S. İCRA VE İFLAS KANUNU [ Madde 96 ]  - 2004 S. İCRA VE İFLAS KANUNU [ Madde 97 ]  - 1086 S. HUKUK USULÜ MUHAKEMELERİ KANUNU(MÜLGA) [ Madde 275 ]  ""İçtihat Metni""  Yukarı",
q989226700_0,Görevi yaptırmamak için direnme,semantic,d989226700,"4. Ceza Dairesi - E. 2009/18551, K. 2011/23063","4. Ceza Dairesi         2009/18551 E.  ,  2011/23063 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SUÇ : Görevi yaptırmamak için direnme  HÜKÜM : Hükümlülük  Yerel Mahkemece verilen hüküm temyiz edilmekle, başvurunun nitelik, ceza türü, süresi ve suç tarihine göre dosya görüşüldü:  İddianam",
q829038500_0,y a r g i t a y k a r a r i,semantic,d829038500,"22. Hukuk Dairesi - E. 2012/2030, K. 2012/16540","(Kapatılan)22. Hukuk Dairesi         2012/2030 E.  ,  2012/16540 K.  ""İçtihat Metni""  MAHKEMESİ :İş Mahkemesi  DAVA : Davacı, feshin geçersizliğine ve işe iadesine karar verilmesini istemiştir.  Mahkeme, isteği kısmen hüküm altına almıştır.  Hüküm süresi içinde taraflar avukatlarınca temyiz edilmiş ",
q586652000_0,y a r g i t a y k a r a r i,semantic,d586652000,"22. Hukuk Dairesi - E. 2017/28991, K. 2020/4701","22. Hukuk Dairesi         2017/28991 E.  ,  2020/4701 K.  ""İçtihat Metni""  MAHKEMESİ :İş Mahkemesi  DAVALILAR :1- KAVUKLAR İNŞAAT OTOMOTİV AKARYAKIT A.Ş.  2-SAMUR İNŞAAT SANAYİ VE TİCARET LTD. ŞTİ. ADINA VEKİLİ AVUKAT ...  İHBAR OLUNAN :...  DAVA TÜRÜ : ALACAK  Taraflar arasında görülen dava sonucun",
q318888800_1,"Davacı, feshin geçersizliğine, işe iadesine ve yasal sonuçlarına hükmedilmesine karar verilmesini istemiştir.",semantic,d318888800,"9. Hukuk Dairesi - E. 2016/10474, K. 2017/2759","9. Hukuk Dairesi         2016/10474 E.  ,  2017/2759 K.  ""İçtihat Metni""  MAHKEMESİ :İŞ MAHKEMESİ  DAVA :Davacı, feshin geçersizliğine, işe iadesine ve yasal sonuçlarına hükmedilmesine karar verilmesini istemiştir.  Yerel mahkemece, davanın kabulüne karar verilmiştir.  Hüküm süresi içinde davalı avu",
q469695700_1,y a r g i t a y k a r a r i,semantic,d469695700,"3. Hukuk Dairesi - E. 2017/13638, K. 2018/10666","3. Hukuk Dairesi         2017/13638 E.  ,  2018/10666 K.  ""İçtihat Metni""  MAHKEMESİ:SULH HUKUK MAHKEMESİ  Taraflar arasındaki alacak davasının mahkemece yapılan yargılaması sonucunda, davanın reddine yönelik olarak verilen hükmün, süresi içinde davacı vekili tarafından temyiz edilmesi üzerine; temy",
q273697700_1,"Davacı, feshin geçersizliğine, işe iadesine ve yasal sonuçlarına hükmedilmesine karar verilmesini istemiştir.",semantic,d273697700,"9. Hukuk Dairesi - E. 2015/36323, K. 2016/19170","9. Hukuk Dairesi         2015/36323 E.  ,  2016/19170 K.  ""İçtihat Metni""  MAHKEMESİ :İŞ MAHKEMESİ  DAVA : Davacı, feshin geçersizliğine, işe iadesine ve yasal sonuçlarına hükmedilmesine karar verilmesini istemiştir.  Yerel mahkemece, davanın kabulüne karar verilmiştir.  Hüküm süresi içinde davalı a",
q108251800_0,y a r g i t a y k a r a r i,semantic,d108251800,"22. Hukuk Dairesi - E. 2014/14145, K. 2014/22341","22. Hukuk Dairesi         2014/14145 E.  ,  2014/22341 K.  ""İçtihat Metni""  MAHKEMESİ : İzmir 8. İş Mahkemesi  TARİHİ : 30/01/2014  NUMARASI : 2013/466-2014/33  Hüküm duruşmalı olarak süresi içinde davalı avukatı tarafından temyiz edilmiş ise de; işin mahiyeti itibarıyla duruşma isteminin reddine, i",
q983776300_0,5607 sayılı Kaçakçılıkla Mücadele Kanunu'na muhalefet,semantic,d983776300,"7. Ceza Dairesi - E. 2022/12245, K. 2023/11294","7. Ceza Dairesi         2022/12245 E.  ,  2023/11294 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SAYISI : 2020/747 E., 2022/235 K.  SUÇ : 5607 sayılı Kaçakçılıkla Mücadele Kanunu'na muhalefet  HÜKÜM : Mahkûmiyet  TEBLİĞNAME GÖRÜŞÜ : Onama  Sanık hakkında bozma üzerine kurulan hükmün; kara",
q533350300_0,İmar kirliliğine neden olma,semantic,d533350300,"18. Ceza Dairesi - E. 2019/2956, K. 2019/11378","18. Ceza Dairesi         2019/2956 E.  ,  2019/11378 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SUÇ : İmar kirliliğine neden olma  HÜKÜM : Mahkumiyet  KARAR  Yerel Mahkemece verilen hüküm temyiz edilmekle, başvurunun süresi ve kararın niteliği ile suç tarihine göre dosya görüşüldü:  Katı",
q1013972700_0,Mühür bozma,semantic,d1013972700,"5. Ceza Dairesi - E. 2011/13422, K. 2012/10301","5. Ceza Dairesi         2011/13422 E.  ,  2012/10301 K.  ""İçtihat Metni""  MAHKEMESİ :Asliye Ceza Mahkemesi  SUÇ : Mühür bozma  HÜKÜM : Beraet  Mahalli mahkemece verilen hüküm temyiz edilmekle dosya incelenerek, gereği düşünüldü:  Sanığın üzerine atılı mühür bozma suçunun hukuki konusunun, yetkili ma",
